study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	instrument_platform	library_source	fastq_ftp	submitted_ftp	sample_alias	first_created
PRJEB12982	SAMEA3892088	ERS1079222	ERX1513099	ERR1442722	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442722/ERR1442722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442722/ERR1442722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442722/19850_2#72.cram	74593eb0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892089	ERS1079223	ERX1513100	ERR1442723	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442723/ERR1442723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442723/ERR1442723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442723/19850_2#73.cram	74652590-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892090	ERS1079224	ERX1513101	ERR1442724	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442724/ERR1442724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442724/ERR1442724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442724/19850_2#74.cram	7470e560-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892091	ERS1079225	ERX1513102	ERR1442725	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442725/ERR1442725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442725/ERR1442725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442725/19850_2#75.cram	747ca530-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892093	ERS1079227	ERX1513103	ERR1442726	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442726/ERR1442726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442726/ERR1442726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442726/19850_2#76.cram	74888c10-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892094	ERS1079228	ERX1513104	ERR1442727	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442727/ERR1442727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442727/ERR1442727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442727/19850_2#77.cram	74944be0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892095	ERS1079229	ERX1513105	ERR1442728	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442728/ERR1442728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442728/ERR1442728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442728/19850_2#78.cram	74a032c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892096	ERS1079230	ERX1513106	ERR1442729	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442729/ERR1442729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442729/ERR1442729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442729/19850_2#79.cram	74ac19a0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892097	ERS1079231	ERX1513107	ERR1442730	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442730/ERR1442730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442730/ERR1442730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442730/19850_2#80.cram	74b7d970-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892099	ERS1079233	ERX1513108	ERR1442731	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442731/ERR1442731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442731/ERR1442731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442731/19850_2#81.cram	74c3c050-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892100	ERS1079234	ERX1513109	ERR1442732	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442732/ERR1442732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442732/ERR1442732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442732/19850_2#82.cram	74cff550-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892101	ERS1079235	ERX1513110	ERR1442733	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442733/ERR1442733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442733/ERR1442733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442733/19850_2#83.cram	74dc0340-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892102	ERS1079236	ERX1513111	ERR1442734	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442734/ERR1442734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442734/ERR1442734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442734/19850_2#84.cram	74ebe1c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892104	ERS1079238	ERX1513112	ERR1442735	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442735/ERR1442735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442735/ERR1442735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442735/19850_2#85.cram	74f7efb0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892105	ERS1079239	ERX1513113	ERR1442736	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442736/ERR1442736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442736/ERR1442736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442736/19850_2#86.cram	7503af80-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892106	ERS1079240	ERX1513114	ERR1442737	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442737/ERR1442737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442737/ERR1442737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442737/19850_2#87.cram	750f4840-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892107	ERS1079241	ERX1513115	ERR1442738	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442738/ERR1442738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442738/ERR1442738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442738/19850_2#88.cram	751b0810-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892109	ERS1079243	ERX1513116	ERR1442739	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442739/ERR1442739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442739/ERR1442739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442739/19850_2#89.cram	7526eef0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892110	ERS1079244	ERX1513117	ERR1442740	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442740/ERR1442740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442740/ERR1442740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442740/19850_2#90.cram	7532fce0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892004	ERS1079138	ERX1513118	ERR1442741	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442741/ERR1442741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442741/ERR1442741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442741/19912_1#1.cram	70f86070-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892005	ERS1079139	ERX1513119	ERR1442742	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442742/ERR1442742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442742/ERR1442742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442742/19912_1#2.cram	7107f0d0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892006	ERS1079140	ERX1513120	ERR1442743	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442743/ERR1442743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442743/ERR1442743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442743/19912_1#3.cram	7113fec0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892007	ERS1079141	ERX1513121	ERR1442744	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442744/ERR1442744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442744/ERR1442744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442744/19912_1#4.cram	71200cb0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892008	ERS1079142	ERX1513122	ERR1442745	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442745/ERR1442745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442745/ERR1442745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442745/19912_1#5.cram	712bf390-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892009	ERS1079143	ERX1513123	ERR1442746	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442746/ERR1442746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442746/ERR1442746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442746/19912_1#6.cram	7137da70-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892010	ERS1079144	ERX1513124	ERR1442747	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442747/ERR1442747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442747/ERR1442747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442747/19912_1#7.cram	7143c150-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892011	ERS1079145	ERX1513125	ERR1442748	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442748/ERR1442748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442748/ERR1442748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442748/19912_1#8.cram	714fa830-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892012	ERS1079146	ERX1513126	ERR1442749	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442749/ERR1442749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442749/ERR1442749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442749/19912_1#9.cram	715bdd30-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892013	ERS1079147	ERX1513127	ERR1442750	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442750/ERR1442750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442750/ERR1442750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442750/19912_1#10.cram	7167eb20-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892014	ERS1079148	ERX1513128	ERR1442751	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442751/ERR1442751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442751/ERR1442751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442751/19912_1#11.cram	7173d200-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892015	ERS1079149	ERX1513129	ERR1442752	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442752/ERR1442752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442752/ERR1442752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442752/19912_1#12.cram	717fb8e0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892016	ERS1079150	ERX1513130	ERR1442753	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442753/ERR1442753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442753/ERR1442753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442753/19912_1#13.cram	718b78b0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892017	ERS1079151	ERX1513131	ERR1442754	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442754/ERR1442754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442754/ERR1442754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442754/19912_1#14.cram	719786a0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892018	ERS1079152	ERX1513132	ERR1442755	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442755/ERR1442755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442755/ERR1442755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442755/19912_1#15.cram	71a39490-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892019	ERS1079153	ERX1513133	ERR1442756	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442756/ERR1442756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442756/ERR1442756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442756/19912_1#16.cram	71afa280-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892020	ERS1079154	ERX1513134	ERR1442757	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442757/ERR1442757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442757/ERR1442757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442757/19912_1#17.cram	71bbd780-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892021	ERS1079155	ERX1513135	ERR1442758	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442758/ERR1442758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442758/ERR1442758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442758/19912_1#18.cram	71c83390-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892023	ERS1079157	ERX1513136	ERR1442759	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442759/ERR1442759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442759/ERR1442759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442759/19912_1#19.cram	71d48fa0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892024	ERS1079158	ERX1513137	ERR1442760	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442760/ERR1442760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442760/ERR1442760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442760/19912_1#20.cram	71e09d90-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892025	ERS1079159	ERX1513138	ERR1442761	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442761/ERR1442761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442761/ERR1442761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442761/19912_1#21.cram	71ec8470-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892026	ERS1079160	ERX1513139	ERR1442762	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442762/ERR1442762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442762/ERR1442762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442762/19912_1#22.cram	71f8e080-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892028	ERS1079162	ERX1513140	ERR1442763	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442763/ERR1442763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442763/ERR1442763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442763/19912_1#23.cram	7204c760-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892029	ERS1079163	ERX1513141	ERR1442764	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442764/ERR1442764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442764/ERR1442764_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442764/19912_1#24.cram	72108730-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892030	ERS1079164	ERX1513142	ERR1442765	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442765/ERR1442765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442765/ERR1442765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442765/19912_1#25.cram	721c4700-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892031	ERS1079165	ERX1513143	ERR1442766	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442766/ERR1442766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442766/ERR1442766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442766/19912_1#26.cram	72282de0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892032	ERS1079166	ERX1513144	ERR1442767	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442767/ERR1442767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442767/ERR1442767_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442767/19912_1#27.cram	723414c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892034	ERS1079168	ERX1513145	ERR1442768	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442768/ERR1442768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442768/ERR1442768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442768/19912_1#28.cram	723fd490-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892035	ERS1079169	ERX1513146	ERR1442769	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442769/ERR1442769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442769/ERR1442769_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442769/19912_1#29.cram	724b9460-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892036	ERS1079170	ERX1513147	ERR1442770	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442770/ERR1442770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442770/ERR1442770_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442770/19912_1#30.cram	72575430-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892037	ERS1079171	ERX1513148	ERR1442771	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442771/ERR1442771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442771/ERR1442771_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442771/19912_1#31.cram	72689240-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892038	ERS1079172	ERX1513149	ERR1442772	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442772/ERR1442772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442772/ERR1442772_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442772/19912_1#32.cram	72747920-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892040	ERS1079174	ERX1513150	ERR1442773	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442773/ERR1442773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442773/ERR1442773_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442773/19912_1#33.cram	728038f0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892041	ERS1079175	ERX1513151	ERR1442774	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442774/ERR1442774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442774/ERR1442774_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442774/19912_1#34.cram	728bf8c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892042	ERS1079176	ERX1513152	ERR1442775	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442775/ERR1442775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442775/ERR1442775_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442775/19912_1#35.cram	729806b0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
